Dep_Airport_ID,Schedules,Facility_Type,Wind_Indicator
II54,UNATNDD,AIRPORT,
8I3,ALL/MON-FRI/DALGT,AIRPORT,Y
25II,UNATNDD,HELIPORT,Y
6II8,UNATNDD,AIRPORT,
83IN,UNATNDD,AIRPORT,Y
24II,UNATNDD,HELIPORT,
09IN,ALL/MON-SAT/DAWN-DUSK,AIRPORT,Y
GSH,ALL/SUN/0900-1700,AIRPORT,Y-L
GSH,ALL/MON-SAT/0700-1800,AIRPORT,Y-L
21IN,UNATNDD,AIRPORT,
II01,UNATNDD,AIRPORT,Y
07IN,UNATNDD,AIRPORT,Y
IN02,UNATNDD,AIRPORT,
IN17,UNATNDD,HELIPORT,Y
9IN8,UNATNDD,AIRPORT,Y
IN14,UNATNDD,AIRPORT,Y
I34,"ALL/MON-FRI/ON CALL",AIRPORT,Y-L
05C,ALL/SAT-SUN/0800-1700,AIRPORT,Y-L
05C,ALL/MON-FRI/0800-2000,AIRPORT,Y-L
IN44,IREG,AIRPORT,Y
II52,UNATNDD,AIRPORT,Y
I61,UNATNDD,AIRPORT,Y-L
IN32,UNATNDED,AIRPORT,
01F,UNATNDD,"SEAPLANE BASE",
38II,UNATNDD,AIRPORT,
8IN4,UNATNDD,HELIPORT,
IN31,UNATNDD,AIRPORT,Y
78IN,UNATNDD,HELIPORT,Y
79II,UNATNDD,AIRPORT,
53IN,ALL/ALL/DAWN-DUSK,AIRPORT,N
2IG5,UNATNDD,HELIPORT,Y
74II,UNATNDD,HELIPORT,Y-L
2R2,ALL/MON-FRI/0700-1530,AIRPORT,Y-L
19II,UNATNDD,HELIPORT,Y
43IN,UNATNDD,AIRPORT,Y
II67,UNATNDD,AIRPORT,
II84,UNATNDD,AIRPORT,
58IN,MAY-NOV/IREG/,AIRPORT,Y
HBE,ALL/MON/1300-0100,AIRPORT,Y
HBE,ALL/SAT/1500-2300,AIRPORT,Y
HBE,ALL/TUE-FRI/1300-0400,AIRPORT,Y
3HO,ALL/ALL/0800-1700,AIRPORT,Y
3IN6,UNATNDD,AIRPORT,Y
8II5,UNATNDD,AIRPORT,Y
29IN,MAY-NOV/ALL/DALGT,AIRPORT,Y
3R8,IREG,AIRPORT,Y
IN25,UNATNDD,AIRPORT,
IN18,UNATNDD,AIRPORT,Y
5II4,UNATNDD,HELIPORT,Y
IN63,UNATNDD,AIRPORT,Y
92IN,ALL/ALL/DALGT,AIRPORT,N
IN30,UNATNDD,AIRPORT,Y
HNB,ALL/MON-FRI/0700-1600,AIRPORT,Y-L
HHG,"ALL/MON - SAT/0800-1700",AIRPORT,Y-L
HHG,ALL/SUN/1200-1700,AIRPORT,Y-L
IN93,UNATNDD,AIRPORT,N
IN54,UNATNDD,AIRPORT,Y
8A4,ALL/MON-FRI/0800-1630,HELIPORT,Y-L
8A4,"ALL/SAT-SUN/ON REQ",HELIPORT,Y-L
TYQ,ALL/ALL/0600-2000,AIRPORT,Y-L
IND,ALL/ALL/ALL,AIRPORT,Y-L
UMP,ALL/ALL/0800-1900,AIRPORT,Y-L
MQJ,ALL/ALL/0600-2200,AIRPORT,Y-L
8IN1,UNATNDD,HELIPORT,Y
4IN0,UNATNDD,HELIPORT,
2IG6,UNATNDD,HELIPORT,
64IG,ALL/ALL/ALL,HELIPORT,Y-L
5IN1,UNATNDD,HELIPORT,Y
2II0,UNATNDD,AIRPORT,Y
HFY,ALL/SUN/0800-1700,AIRPORT,Y-L
HFY,ALL/MON-SAT/0700-1900,AIRPORT,Y-L
57IN,UNATNDD,HELIPORT,
IN84,ALL/ALL/ALL,HELIPORT,
IG01,UNATNDD,HELIPORT,Y
5II8,UNATNDD,AIRPORT,N
RZL,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
IN59,UNATNDD,"SEAPLANE BASE",
55II,UNATNDD,HELIPORT,Y-L
IG07,UNATNDD,AIRPORT,
11IN,UNATNDD,AIRPORT,Y
12IN,UNATNDD,AIRPORT,Y
IN20,UNATNDD,AIRPORT,Y
23IN,ALL/ALL/ALL,HELIPORT,Y-L
2II7,UNATNDD,HELIPORT,Y
C62,"ALL/MON - SAT/0800-1700",AIRPORT,Y-L
C62,ALL/SUN/1200-1700,AIRPORT,Y-L
50I,ALL/MON-FRI/0800-1600,AIRPORT,Y-L
IN01,UNATNDD,AIRPORT,
8IS2,UNATNDD,AIRPORT,
02II,ALL/ALL/0600-2000,ULTRALIGHT,Y
43II,ALL/MON-FRI/0800-1700,HELIPORT,N
5II5,UNATNDD,AIRPORT,Y
OKK,ALL/ALL/0800-1800,AIRPORT,Y-L
84IN,UNATNDD,HELIPORT,
04IN,UNATNDD,"SEAPLANE BASE",
01E,UNATNDD,"SEAPLANE BASE",
01H,UNATTNDD,"SEAPLANE BASE",
07I,UNATNDD,"SEAPLANE BASE",
C67,UNATNDD,"SEAPLANE BASE",
C98,ALL/ALL/SR-SS,AIRPORT,Y
01D,UNATNDD,"SEAPLANE BASE",
PPO,ALL/MON-FRI/0700-1700,AIRPORT,Y-L
PPO,ALL/SAT-SUN/0800-1700,AIRPORT,Y-L
IN83,UNATNDD,AIRPORT,N
II92,UNATNDD,HELIPORT,Y
5II1,UNATNDD,AIRPORT,Y
64I,ALL/IREG/DALGT,AIRPORT,Y
1IN9,ALL/ALL/IREG,AIRPORT,Y
22II,UNATNDD,AIRPORT,
70IN,ALL/ALL/ALL,AIRPORT,Y
63IN,UNATNDD,AIRPORT,Y
IG04,UNATNDD,ULTRALIGHT,Y
II89,UNATNDD,AIRPORT,Y
GGP,ALL/ALL/0800-1800,AIRPORT,Y-L
II18,UNATNDD,AIRPORT,Y
C97,IREG,AIRPORT,Y
IMS,NOV-FEB/ALL/0800-1700,AIRPORT,Y-L
IMS,MAR-OCT/ALL/0800-1730,AIRPORT,Y-L
47IN,UNATNDD,AIRPORT,Y
8IN9,UNATNDD,AIRPORT,Y
MZZ,ALL/SAT/0800-1700,AIRPORT,Y-L
MZZ,ALL/MON-FRI/0700-1800,AIRPORT,Y-L
MZZ,ALL/SUN/0800-1700,AIRPORT,Y-L
IN72,UNATNDD,AIRPORT,Y
90IN,UNATNDD,AIRPORT,Y
18II,UNATNDD,AIRPORT,Y
6IN8,UNATNDD,AIRPORT,Y
II82,UNATNDD,AIRPORT,Y
IN96,ALL/ALL/ALL,HELIPORT,Y
77IN,UNATNDD,HELIPORT,
79IN,UNATNDD,HELIPORT,Y
C92,ALL/ALL/IREG,AIRPORT,Y
IN06,UNATNDD,HELIPORT,Y
IN79,UNATNDD,HELIPORT,Y
54IN,UNATNDD,HELIPORT,Y
81II,ALL/ALL/ALL,HELIPORT,Y
CEV,ALL/ALL/0800-1700,AIRPORT,N
MGC,ALL/ALL/0800-1700,AIRPORT,Y-L
89IN,UNATNDD,AIRPORT,Y
IN53,UNATNDD,AIRPORT,
C40,IREG/IREG/IREG,AIRPORT,Y
39II,UNATNDD,AIRPORT,Y
3C1,IRREG,AIRPORT,Y-L
43I,UNATNDD,"SEAPLANE BASE",
BMG,ALL/ALL/0630-2130,AIRPORT,Y-L
3II0,UNATNDD,AIRPORT,
7IN6,UNATNDD,AIRPORT,
C03,ALL/ALL/0800-1700,AIRPORT,Y-L
70II,UNATNDD,AIRPORT,
9II2,UNATNDD,AIRPORT,Y
36II,UNATNDD,AIRPORT,
UWL,ALL/ALL/0800-1800,AIRPORT,Y-L
II57,UNATNDD,HELIPORT,Y
I80,UNATNDD,AIRPORT,Y
8II2,IREG,AIRPORT,
OVO,ALL/SUN/1200-1700,AIRPORT,Y-L
OVO,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
46II,ALL/ALL/ALL,HELIPORT,Y-L
II44,UNATNDD,HELIPORT,Y-L
73II,UNATNDD,ULTRALIGHT,Y
66IN,ALL/ALL/ALL,AIRPORT,
4II3,ALL/ALL/0800-1800,AIRPORT,Y
7I4,UNATNDD,AIRPORT,Y-L
II29,UNATNDD,AIRPORT,
78I,IRREG.,AIRPORT,Y
I42,ALL/MON-SUN/0800-1700,AIRPORT,Y-L
41IG,UNATNDD,AIRPORT,Y
9II7,UNATNDD,HELIPORT,Y-L
80IN,UNATNDD,HELIPORT,
08II,UNATNDD,HELIPORT,Y-L
1II7,ALL/ALL/ALL,HELIPORT,Y
8IN6,UNATNDD,HELIPORT,
IN97,"ON CALL",HELIPORT,Y-L
62II,UNATNDD,HELIPORT,Y
5IN8,"ALL/ALL/ON CALL",HELIPORT,Y
0IN9,IREG,AIRPORT,Y
06I,UNATNDD,"SEAPLANE BASE",
II09,UNATNDD,AIRPORT,Y
6IN6,UNATNDD,AIRPORT,Y
TEL,UNATNDD,AIRPORT,Y-L
I76,ALL/MON-SAT/0900-1700,AIRPORT,Y-L
I76,ALL/SUN/1000-1600,AIRPORT,Y-L
36IN,UNATNDD,ULTRALIGHT,
II16,UNATNDD,AIRPORT,
3IN5,UNATNDD,AIRPORT,
IN36,UNATNDD,AIRPORT,Y
IN10,UNATNDD,AIRPORT,Y
C65,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
C65,"ALL/SAT-SUN/BY APPT",AIRPORT,Y-L
IN78,UNATNDD,HELIPORT,Y
GFD,UNATNDD,AIRPORT,Y
8IN5,UNATNDD,HELIPORT,
VPZ,ALL/MON-FRI/0600-2200,AIRPORT,Y-L
VPZ,ALL/SAT-SUN/0700-1900,AIRPORT,Y-L
PLD,ALL/MON-SAT/0800-1900,AIRPORT,Y-L
IN3,UNATNDD,ULTRALIGHT,Y
7L8,IREG,AIRPORT,Y
41IN,ALL/ALL/ALL,HELIPORT,Y
17IN,UNATNDD,AIRPORT,Y
2II4,ALL/MON-FRI/0800-1700,HELIPORT,Y-L
LAF,ALL/ALL/0600-2200,AIRPORT,Y-L
GPC,ALL/ALL/0800-1630,AIRPORT,Y-L
II32,UNATNDD,AIRPORT,
I22,ALL/SUN/1300-1700,AIRPORT,Y-L
I22,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
7I2,ALL/ALL/0800-DUSK,AIRPORT,Y
25IN,UNATNDD,AIRPORT,Y
IN68,UNATNDD,HELIPORT,Y
57II,UNATNDD,AIRPORT,
49II,UNATNDD,AIRPORT,Y
19IN,UNATNDD,AIRPORT,Y
II56,UNATNDD,HELIPORT,Y
II08,UNATNDD,AIRPORT,Y
2II9,ALL/ALL/0700-1700,HELIPORT,Y
RID,ALL/ALL/0800-1745,AIRPORT,Y-L
II30,UNATNDD,AIRPORT,N
76II,UNATNDD,AIRPORT,
4IN7,UNATNDD,AIRPORT,N
67IN,UNATNDD,"SEAPLANE BASE",Y
72IN,UNATNDD,AIRPORT,Y
IN80,UNATNDD,AIRPORT,
32II,UNATNDD,AIRPORT,Y
39IN,UNATNDD,AIRPORT,Y
8I1,IREG,AIRPORT,Y
1IN4,ALL/ALL/ALL,AIRPORT,
8IN2,UNATNDD,AIRPORT,
IN33,ALL/ALL/1830-DUSK,AIRPORT,Y
8II6,UNATNDD,HELIPORT,
8II7,UNATNDD,HELIPORT,Y
50IN,UNATNDD,AIRPORT,Y
33IN,UNATNDD,HELIPORT,Y
9II5,ALL/ALL/ALL,HELIPORT,Y-L
II95,UNATNDD,AIRPORT,Y
I83,IREG,AIRPORT,Y-L
II70,UNATNDD,AIRPORT,
IN88,UNATNDD,AIRPORT,Y
7II3,UNATNDD,AIRPORT,Y
2IN4,UNATNDD,AIRPORT,Y
IN08,UNATNDD,AIRPORT,Y
1I3,UNATTENDED,AIRPORT,Y-L
1IN1,IREG,AIRPORT,Y
GEZ,ALL/ALL/0800-1800,AIRPORT,Y-L
3II1,ALL/ALL/8,AIRPORT,Y
5I4,ALL/ALL/0800-1800,AIRPORT,Y
II38,UNATNDD,AIRPORT,
IN57,UNATNDD,AIRPORT,
IN87,UNATNDD,AIRPORT,Y
II97,ALL/MON-FRI/EVENING,AIRPORT,Y
II97,ALL/SAT-SUN/DALGT,AIRPORT,Y
2IN0,UNATNDD,AIRPORT,
3I3,ALL/ALL/0700-DUSK,AIRPORT,Y
3EV,IREG,AIRPORT,Y
IN81,UNATNDD,AIRPORT,Y
SMD,"5 NOV-9 MAR/ALL/0700-1900",AIRPORT,Y-L
SMD,"10 MAR-4 NOV/ALL/0700-2100",AIRPORT,Y-L
0IN1,ALL/ALL/ALL,AIRPORT,Y
II79,UNATNDD,AIRPORT,
IN55,ALL/ALL/0800-2200,AIRPORT,N
SBN,ALL/ALL/ALL,AIRPORT,Y-L
6II5,UNATNDD,HELIPORT,
IN43,UNATNDD,AIRPORT,N
5IN9,UNATNDD,AIRPORT,Y
OXI,ALL/ALL/0800-1800,AIRPORT,Y-L
53II,UNATNDD,AIRPORT,Y
II28,UNATNDD,AIRPORT,Y
IN05,UNATNDD,AIRPORT,
IN38,ALL/ALL/DAWN-DUSK,AIRPORT,Y
13II,UNATNDD,HELIPORT,Y-L
5IN2,UNATNDD,HELIPORT,Y-L
00IN,UNATNDD,HELIPORT,Y-L
1II6,ALL/ALL/ALL,HELIPORT,Y
2II3,UNATNDD,AIRPORT,Y
52IN,UNATNDD,AIRPORT,Y
91IN,UNATNDD,AIRPORT,N
II59,UNATNDD,AIRPORT,
IN48,UNATNDD,HELIPORT,
27IN,UNATNDD,HELIPORT,Y-L
07II,ALL/ALL/ALL,HELIPORT,Y-L
II88,UNATTNDD,HELIPORT,
86IN,UNATNDD,HELIPORT,
II13,UNATNDD,AIRPORT,Y
SIV,ALL/SUN/1300-1700,AIRPORT,Y-L
SIV,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
8II9,UNATNDD,HELIPORT,
IN00,IREG,AIRPORT,Y
0II8,UNATNDD,AIRPORT,Y
2IN3,UNATNDD,AIRPORT,Y
HUF,ALL/ALL/ALL,AIRPORT,Y-L
3IG3,UNATNDD,AIRPORT,
7IN9,UNATNDD,AIRPORT,
64II,UNATNDD,HELIPORT,Y
31IN,ALL/ALL/ALL,AIRPORT,Y
01B,UNATNDD,"SEAPLANE BASE",
ANQ,DEC-FEB/MON-FRI/0800-1700,AIRPORT,Y-L
ANQ,MAR-NOV/SUN/1200-1700,AIRPORT,Y-L
ANQ,MAR-NOV/MON-SAT/0800-1700,AIRPORT,Y-L
IN62,IREG,AIRPORT,Y
IN15,UNATNDD,AIRPORT,Y
3IN3,ALL/ALL/DAWN-DUSK,AIRPORT,
II87,UNATNDD,AIRPORT,Y
60II,UNATNDD,HELIPORT,Y
2II8,ALL/ALL/IREG,HELIPORT,Y
II64,UNATNDD,HELIPORT,Y
IN91,ALL/ALL/DALGT,AIRPORT,Y
1II5,UNATNDD,AIRPORT,
BFR,ALL/MON-FRI/0900-1700,AIRPORT,Y-L
BFR,ALL/SAT/0900-1200,AIRPORT,Y-L
IWH,"NOV-APR/MON - SAT/0800-1700",AIRPORT,Y-L
IWH,"MAY - OCT/SUN/1230 - 1730",AIRPORT,Y-L
IWH,"MAY-OCT/MON - SAT/0800-1800",AIRPORT,Y-L
IWH,"NOV - APR/SUN/1230 - 1700",AIRPORT,Y-L
4C2,IREG,AIRPORT,Y
II27,UNATNDD,AIRPORT,
ASW,ALL/SAT-SUN/0800-1800,AIRPORT,Y-L
ASW,ALL/MON-FRI/0700-1900,AIRPORT,Y-L
4IN9,UNATNDD,AIRPORT,Y
50II,UNATNDD,AIRPORT,Y
1II0,UNATNDD,AIRPORT,Y
65IN,ALL/ALL/ALL,HELIPORT,Y
I72,IREG,AIRPORT,Y
IG05,ALL/ALL/0800-DUSK,AIRPORT,Y
6IN2,UNATNDD,AIRPORT,Y
MCX,ALL/ALL/0800-1700,AIRPORT,Y-L
IN90,UNATNDD,AIRPORT,Y
II9,ALL/MON-SAT/1000-1700,HELIPORT,Y
IN60,UNATNDD,AIRPORT,Y
61IN,UNATNDD,AIRPORT,Y
4II8,UNATNDD,AIRPORT,Y
6II2,UNATNDD,AIRPORT,
4IN4,UNATNDD,AIRPORT,Y
IN51,UNATNDD,AIRPORT,Y
02D,UNATNDD,"SEAPLANE BASE",
0II9,UNATNDD,AIRPORT,
IN65,IREG/IREG/IRREG,AIRPORT,Y
IG06,UNATNDD,HELIPORT,Y
63II,UNATNDD,AIRPORT,Y
6IN3,UNATNDD,AIRPORT,
5IN4,ALL/ALL/ALL,AIRPORT,Y
5IN0,UNATNDD,AIRPORT,
IN23,ALL/ALL/ALL,AIRPORT,N
II21,UNATNDD,AIRPORT,Y
9IN7,UNATNDD,AIRPORT,Y
K78,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
SN13,UNATNDD,AIRPORT,
SN78,UNATNDD,AIRPORT,
08KS,ALL/ALL/0700-1900,AIRPORT,Y
M66,UNATNDD,AIRPORT,Y
K88,ALL/MON-FRI/0730-1600,AIRPORT,Y-L
60KS,UNATNDD,AIRPORT,Y
4KS1,UNATNDD,AIRPORT,Y
K59,ALL/ALL/0900-1900,AIRPORT,Y-L
SN94,UNATNDD,AIRPORT,Y
5KS0,JAN-NOV/ALL/DAWN-DUSK,BALLOONPORT,
5KS7,ALL/ALL/ALL,HELIPORT,
ANY,UNATNDD,AIRPORT,Y-L
SN98,UNATNDD,AIRPORT,Y
2K8,UNATNDD,AIRPORT,Y
PTS,ALL/SAT-SUN/0800-1600,AIRPORT,Y-L
PTS,ALL/MON-FRI/0700-1700,AIRPORT,Y-L
ADT,UNATNDD,AIRPORT,Y-L
3AU,ALL/MON-FRI/0800-1700,AIRPORT,Y
51KS,UNATNDD,AIRPORT,Y
07S,UNATNDD,AIRPORT,Y
BEC,ALL/MON-FRI/0700-1730,AIRPORT,Y-L
27KS,UNATNDD,AIRPORT,Y
1KS9,UNATNDD,AIRPORT,Y
SN10,ALL/ALL/ALL,AIRPORT,Y
RPB,UNATNDD,AIRPORT,Y-L
7KS4,UNATNDD,AIRPORT,Y
3KS7,UNATNDD,AIRPORT,N
81KS,IREG,AIRPORT,Y
52KS,UNATNDD,AIRPORT,
CNK,ALL/MON-FRI/0800-1600,AIRPORT,Y
8KS5,UNATNDD,AIRPORT,Y
SN20,UNATNDD,AIRPORT,Y
5K0,OCT-MAR/UNATNDD/,AIRPORT,Y
5K0,APR-SEP/ALL/DALGT,AIRPORT,Y
8K0,UNATNDD,AIRPORT,Y
1KS8,UNATNDD,AIRPORT,Y
33KS,UNATNDD,AIRPORT,Y
58KS,UNATNDD,AIRPORT,Y
4KS8,ALL/ALL/ALL,AIRPORT,Y
6KS4,UNATNDD,AIRPORT,Y
4KS7,IREG,AIRPORT,Y
SN67,UNATNDD,AIRPORT,Y
01K,UNATNDD,AIRPORT,Y-L
SN33,ALL/ALL/DALGT,AIRPORT,Y
SN11,UNATNDD,HELIPORT,
51K,UNATNND,AIRPORT,Y
CEA,UNATNDD,AIRPORT,Y
40KS,UNATNDD,AIRPORT,
CNU,ALL/SUN/1200-1700,AIRPORT,Y-L
CNU,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
52K,UNATNDD,AIRPORT,Y
18KS,UNATNDD,AIRPORT,Y
69KS,UNATNDD,AIRPORT,Y
8K8,UNATNDD,AIRPORT,Y-L
94KS,ALL/ALL/0800-1700,AIRPORT,Y
CYW,ALL/ALL/0800-1700,AIRPORT,Y-L
7KS2,UNATNDD,AIRPORT,
86KS,UNATNDD,AIRPORT,
1KS1,IREG,AIRPORT,Y
UKL,ALL/MON-FRI/0800-1800,AIRPORT,Y
UKL,ALL/SAT-SUN/0800-1700,AIRPORT,Y
CFV,ALL/SUN/1000-1700,AIRPORT,Y-L
CFV,ALL/MON-SAT/0800-1600,AIRPORT,Y-L
9KS0,UNATNDD,HELIPORT,Y
09KS,UNATNDD,AIRPORT,Y
14SN,UNATNDD,HELIPORT,Y-L
AAO,ALL/ALL/ALL,AIRPORT,Y-L
3K8,UNATNDD,AIRPORT,Y-L
SN47,UNATNDD,AIRPORT,N
K50,UNATNDD,AIRPORT,Y-L
9K0,UNATNDD,AIRPORT,Y-L
K63,UNATNDD,AIRPORT,N
SN88,ALL/ALL/ALL,AIRPORT,Y
13KS,UNATNDD,AIRPORT,Y
05KS,UNATNDD,AIRPORT,Y
8KS3,UNATNDD,AIRPORT,Y
62KS,UNATNDD,AIRPORT,
K65,UNATNDD,AIRPORT,Y-L
DDC,ALL/ALL/0600-2200,AIRPORT,Y-L
SN01,"ON CALL",HELIPORT,Y
7KS9,IREG,AIRPORT,Y
SN64,UNATNDD,AIRPORT,Y
SN90,UNATNDD,AIRPORT,Y
EQA,ALL/MON-FRI/0700-1500,AIRPORT,Y-L
2K6,UNATNDD,AIRPORT,Y
EHA,UNATNDD,AIRPORT,Y-L
1K6,UNATNDD,AIRPORT,Y-L
9K7,UNATNDD,AIRPORT,Y
99KS,UNATNDD,AIRPORT,
SN69,UNATNDD,AIRPORT,Y
EMP,MAR-OCT/ALL/0730-1800,AIRPORT,Y-L
EMP,NOV-FEB/ALL/0730-1730,AIRPORT,Y-L
74KS,UNATNDD,AIRPORT,Y
3KS4,UNATNDD,AIRPORT,Y
SN08,UNATNDD,AIRPORT,Y
SN21,UNATNDD,AIRPORT,N
30KS,UNATNDD,AIRPORT,
2KS6,UNATNDD,AIRPORT,
7KS0,ALL/MON-FRI/DALGT,AIRPORT,Y
41KS,UNATNDD,AIRPORT,Y
FSK,ALL/MON-SAT/0800-1700,AIRPORT,Y-L
SN58,UNATNDD,AIRPORT,Y
18K,UNATNDD,AIRPORT,Y
1K7,UNATNDD,AIRPORT,Y
3JC,ALL/ALL/0800-1700,AIRPORT,Y-L
SN97,UNATNDD,AIRPORT,Y
SN63,UNATNDD,AIRPORT,Y-L
GCK,ALL/ALL/0700-2100,AIRPORT,Y-L
K34,ALL/ALL/0800-1700,AIRPORT,Y-L
K68,"ALL/SAT - SUN/ON CALL",AIRPORT,Y-L
K68,"ALL/MON - FRI/0800 - 1700",AIRPORT,Y-L
57KS,UNATNDD,AIRPORT,
SN80,ALL/ALL/ALL,HELIPORT,Y
SN91,UNATNDD,AIRPORT,Y
SN72,UNATNDD,AIRPORT,Y
GBD,ALL/ALL/0630-1800,AIRPORT,Y-L
82KS,UNATNDD,AIRPORT,
65KS,UNATNDD,AIRPORT,
14KS,UNATNDD,AIRPORT,Y
SN05,ALL/ALL/0900-DUSK,AIRPORT,Y
16KS,UNATNDD,AIRPORT,Y
K58,UNATNDD,AIRPORT,Y-L
SN37,UNATNDD,AIRPORT,
8K2,UNATNDD,AIRPORT,Y-L
SN42,UNATNDD,AIRPORT,
9KS1,UNATNDD,AIRPORT,Y
00KS,UNATNDD,AIRPORT,Y
SN74,UNATNDD,HELIPORT,N
HYS,ALL/ALL/DALGT,AIRPORT,Y-L
07KS,UNATNDD,AIRPORT,Y
63KS,UNATNDD,AIRPORT,
HRU,UNATNDD,AIRPORT,Y-L
K87,UNATNDD,AIRPORT,Y
46KS,UNATNDD,AIRPORT,Y
SN83,UNATNDD,AIRPORT,Y
28KS,UNATNDD,AIRPORT,Y
3KS5,UNATNDD,AIRPORT,Y
HLC,"ON CALL",AIRPORT,Y-L
63K,UNATNDD,AIRPORT,Y
SN22,UNATNDD,AIRPORT,Y
K91,UNATNDD,AIRPORT,Y-L
1F5,UNATNDD,AIRPORT,Y-L
HQG,ALL/SAT/0800-1700,AIRPORT,Y-L
HQG,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
HUT,ALL/SAT-SUN/0800-1700,AIRPORT,Y-L
HUT,ALL/MON-FRI/0800-1800,AIRPORT,Y-L
IDP,ALL/MON-FRI/0700-1800,AIRPORT,Y
30K,UNATNDD,AIRPORT,Y
4KS2,UNATNDD,AIRPORT,Y
5KS8,UNATNDD,AIRPORT,Y
SN12,UNATNDD,AIRPORT,Y
K79,UNATNDD,AIRPORT,Y
02KS,UNATNDD,AIRPORT,Y
OJC,ALL/ALL/ALL,AIRPORT,Y-L
0KS0,UNATNDD,AIRPORT,Y
SN70,ALL/ALL/ALL,AIRPORT,Y
36K,UNATNDD,AIRPORT,Y-L
23KS,IREG,AIRPORT,Y
9K8,ALL/MON-FRI/0830-2000,AIRPORT,Y-L
8KS2,UNATNDD,AIRPORT,Y
33K,UNATNDD,AIRPORT,Y-L
SN99,UNATNDD,AIRPORT,Y
SN65,UNATNDD,AIRPORT,Y
LQR,ALL/SAT/0800-1200,AIRPORT,Y-L
LQR,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
SN38,ALL/ALL/ALL,HELIPORT,Y-L
LWC,ALL/ALL/0800-2000,AIRPORT,Y-L
SN60,UNATNDD,HELIPORT,Y
SN03,UNATNDD,AIRPORT,N
1KS3,UNATNDD,AIRPORT,Y
LBL,ALL/SAT-SUN/0700-2000,AIRPORT,Y-L
LBL,ALL/MON-FRI/0600-2000,AIRPORT,Y-L
48SN,UNATNDD,HELIPORT,
SN68,UNATNDD,AIRPORT,Y
K71,MAR-NOV/MON-FRI/0800-1700,AIRPORT,Y
7KS6,UNATNDD,AIRPORT,Y
37KS,UNATNDD,HELIPORT,Y
1KS,UNATNDD,AIRPORT,Y-L
1K1,ALL/ALL/0700-2300,AIRPORT,Y-L
0KS9,UNATNDD,AIRPORT,
13K,ALL/ALL/IREG,AIRPORT,N
38K,UNATNDD,AIRPORT,Y
9KS6,UNATNDD,AIRPORT,N
LYO,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
4KS5,UNATNDD,AIRPORT,Y
MHK,ALL/ALL/0600-2200,AIRPORT,Y-L
TKO,MAR-OCT/MON-FRI/0700-1700,AIRPORT,Y
43K,UNATNDD,AIRPORT,Y
3K7,UNATNDD,AIRPORT,Y-L
FRI,ALL,AIRPORT,Y-L
MYZ,UNATNDD,AIRPORT,Y-L
61KS,UNATNDD,AIRPORT,N
47KS,UNATNDD,AIRPORT,
IAB,ALL/ALL/ALL,AIRPORT,Y
29KS,IREG,GLIDERPORT,Y
MPR,ALL/SAT/0800-1200,AIRPORT,Y-L
MPR,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
MEJ,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
K51,UNATNDD,AIRPORT,Y-L
SN35,ALL/ALL/ALL,HELIPORT,
3KS6,UNATNDD,HELIPORT,N
K81,IREG,AIRPORT,Y-L
54KS,UNATNDD,AIRPORT,
SN45,UNATNDD,AIRPORT,
31KS,UNATNDD,AIRPORT,Y
45K,APR-NOV/ALL/DAWN-DUSK,AIRPORT,Y
64KS,UNATNDD,AIRPORT,
0KS7,ALL/ALL/ALL,AIRPORT,
67KS,UNATNDD,AIRPORT,
K17,UNATNDD,AIRPORT,Y
SN48,UNATNDD,AIRPORT,
8KS0,UNATNDD,AIRPORT,Y
K61,ALL/MON-SAT/0800-1800,AIRPORT,Y-L
47K,"ALL/MON - FRI/0800-1700",AIRPORT,Y
3KS2,UNATNDD,AIRPORT,
2K7,UNATNDD,AIRPORT,Y
89KS,UNATNDD,HELIPORT,
48K,UNATNDD,AIRPORT,Y-L
8KS1,ALL/ALL/DALGT,AIRPORT,Y
IXD,ALL/FRI-SAT/0600-2300,AIRPORT,Y-L
IXD,ALL/SUN-THU/ALL,AIRPORT,Y-L
EWK,ALL/ALL/0700-2300,AIRPORT,Y-L
49KS,UNATNDD,AIRPORT,
0KS4,UNATNDD,AIRPORT,Y
NRN,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
49K,UNATNDD,AIRPORT,Y
OEL,ALL/MON-FRI/0800-1700,AIRPORT,Y-L
OIN,ALL/ALL/DAWN-DUSK,AIRPORT,Y-L
SN40,ALL/ALL/ALL,AIRPORT,Y
53K,UNATNDD,AIRPORT,Y
K75,"ON CALL",AIRPORT,Y
K67,UNATNDD,AIRPORT,Y
OWI,"ALL/TUES - SAT/0800 - 1400",AIRPORT,Y-L
SN54,ALL/ALL/ALL,HELIPORT,Y-L
55K,UNATNDD,AIRPORT,Y
96KS,UNATNDD,AIRPORT,
66KS,IREG,AIRPORT,Y
