Site Id,Loc Id,ICAO Id,State Id,Sequence,Schedule
03091.01*H,1FD8,,FL,1,UNATNDD
03091.02*H,5FD4,,FL,1,UNATNDD
03093.01*A,09FD,,FL,1,IREG
03093.04*A,25FL,,FL,1,UNATNDD
03093.09*A,4FL2,,FL,1,UNATNDD
03093.11*A,00FA,,FL,1,UNATNDD
03093.19*H,3FA6,,FL,1,UNATNDD
03093.1*A,9FL1,,FL,1,ALL/ALL/0800-1800
03093.8*A,2CB,,FL,1,INTERMITTENT
03096.42*H,FD66,,FL,1,UNATNDD
03096.43*H,5FD8,,FL,1,UNATNDD
03096.44*H,5FD9,,FL,1,UNATNDD
03098.1*A,FA43,,FL,1,UNATNDD
03098.4*C,FL04,,FL,1,UNATNDD
03098.*A,X13,,FL,1,UNATNDD
03102.01*A,FA71,,FL,1,ALL/ALL/DALGT
03102.*A,CDK,KCDK,FL,1,UNATNDD
03103.*H,77FL,,FL,1,UNTNDD
03104.*A,FD89,,FL,1,ALL/ALL/ALL
03106.01*H,31FD,,FL,1,ALL/ALL/ALL
03107.01*A,FA36,,FL,1,UNATNDD
03107.03*A,79FL,,FL,1,IREG
03107.04*A,51FL,,FL,1,UNATNDD
03107.05*A,6FD0,,FL,1,UNATNDD
03107.*A,73FD,,FL,1,UNATNDD
03108.02*H,80FL,,FL,1,ALL/ALL/ALL
03108.03*A,FD94,,FL,1,UNATNDD
03109.41*A,6FD2,,FL,1,UNATNDD
03110.11*A,FD14,,FL,1,ALL/ALL/ALL
03110.*A,9FD5,,FL,1,ALL/ALL/ALL
03111.41*A,74FD,,FL,1,UNATNDD
03111.5*A,5FD1,,FL,1,UNATNDD
03112.01*H,06FL,,FL,1,UNATNDD
03112.*A,CLW,KCLW,FL,1,ALL/ALL/0700-2300
03115.*A,21FL,,FL,1,UNATNDD
03117.21*A,2FA4,,FL,1,UNATNDD
03117.23*A,0FL0,,FL,1,UNATNDD
03117.24*A,0FL9,,FL,1,UNATNDD
03117.34*H,45FA,,FL,1,UNATNDD
03118.*A,2IS,,FL,1,ALL/MON-FRI/0800-1700
03120.12*H,3FL4,,FL,1,UNATNDD
03120.13*C,FA13,,FL,1,UNATNDD
03121.12*A,XMR,KXMR,FL,2,ALL/MON-FRI/IRREG
03121.13*H,1FL8,,FL,1,UNATNDD
03121.8*A,2FA6,,FL,1,ALL/ALL/ALL
03121.*A,COF,KCOF,FL,3,ALL/ALL/1300-0500Z+
03124.1*A,FD44,,FL,1,UNATNDD
03124.22*H,FD56,,FL,1,ALL/MON-SAT/0600-1800
03124.23*A,16FD,,FL,1,UNATNDD
03124.2*A,2FA5,,FL,1,ALL/ALL/ALL
03124.3*A,28FL,,FL,1,ALL/SAT-SUN/ALL
03128.01*A,FL81,,FL,1,ALL/ALL/ALL
03128.1*A,CEW,KCEW,FL,1,ALL/ALL/0600-2000
03128.2*A,FD03,,FL,1,UNATNDD
03128.*H,11FD,,FL,1,UNATNDD
03132.*A,CTY,KCTY,FL,1,ALL/ALL/0800-1800
03134.*A,35FA,,FL,1,UNATNDD
03135.11*A,66FD,,FL,1,ALL/ALL/SR-SS
03135.12*H,6FD1,,FL,1,UNATNDD
03135.2*A,1FA1,,FL,1,UNATNDD
03135.*A,CGC,KCGC,FL,1,ALL/ALL/0800-1800
03139.*A,2FL3,,FL,1,UNATNDD
03140.01*A,3FL1,,FL,1,ALL/ALL/ALL
03140.02*A,5FL0,,FL,1,UNATNDD
03140.03*H,89FD,,FL,1,UNATNDD
03140.*A,FD53,,FL,1,UNATNDD
03145.*H,FL69,,FL,1,ALL/ALL/0800-1600
03146.7*A,9FD7,,FL,1,UNATNND
03147.21*H,4FL6,,FL,1,ALL/ALL/ALL
03147.2*A,7FL6,,FL,1,ALL/ALL/0800-DUSK
03147.3*H,FL44,,FL,1,ALL/MON-FRI/0800-1700
03147.4*H,29FL,,FL,1,UNATNDD
03147.*A,DAB,KDAB,FL,1,ALL/ALL/ALL
03153.12*A,69FD,,FL,1,UNATNDD
03153.13*H,FL71,,FL,1,ALL/ALL/ALL
03153.14*A,0FD5,,FL,1,UNATNDD
03153.1*A,0FD9,,FL,1,UNATNDD
03153.*A,54J,,FL,1,ALL/MON-FRI/0800-1600
03156.13*H,2FD9,,FL,1,ALL/ALL/ALL
03156.14*A,FD86,,FL,1,UNATNDD
03156.15*A,85FA,,FL,1,UNATNDD
03156.1*A,FL62,,FL,1,UNATNDD
03156.35*A,FD90,,FL,1,UNATNDD
03156.512*H,48FD,,FL,1,ALL/ALL/ALL
03156.51*A,FD08,,FL,1,UNATNDD
03156.*A,DED,KDED,FL,1,ALL/ALL/0800-1800
03157.03*H,3FL7,,FL,1,UNATNDD
03157.04*H,22FD,,FL,1,ALL/ALL/ALL
03157.*A,DTS,KDTS,FL,2,ALL/ALL/0600-2200
03164.*A,58FD,,FL,1,UNATNDD
03165.01*H,FA04,,FL,1,UNATNDD
03169.01*A,10FD,,FL,1,UNATNDD
03169.*A,X35,,FL,1,ALL/MON-FRI/0800-1600
03170.5*H,9FD8,,FL,2,UNATNDD
03171.*A,FD35,,FL,1,UNATNDD
03176.*A,5FL4,,FL,1,UNATNDD
03178.5*A,X36,,FL,1,UNATNDD
03178.7*A,1FD4,,FL,1,UNATNDD
03178.*A,6FD7,,FL,1,UNATNDD
03180.01*A,X55,,FL,1,ALL/ALL/0900-SS
03180.04*A,6FD6,,FL,1,UNATNDD
03182.1*A,9FL7,,FL,1,ALL/ALL/0800-1600
03182.*A,X01,,FL,1,ALL/ALL/0800-1600
03183.3*A,FA09,,FL,1,UNATNDD
03184.5*A,4FL3,,FL,1,UNATNDD
03186.01*H,FD91,,FL,1,UNATNDD
03186.2*A,FL84,,FL,1,ALL/ALL/ALL
03186.*A,FHB,KFHB,FL,1,ALL/ALL/0700-1900
03188.5*A,05FA,,FL,1,ALL/ALL/ALL
03191.8*A,FL75,,FL,1,UNATNDD
03192.11*H,6FD8,,FL,1,UNATNDD
03192.13*H,30FD,,FL,1,UNATNDD
03192.1*H,2FD4,,FL,1,UNATNDD
03192.*A,FLL,KFLL,FL,1,ALL/ALL/ALL
03193.*H,DT1,,FL,2,IREG
03194.*A,FXE,KFXE,FL,1,ALL/ALL/ALL
03195.11*A,FD10,,FL,1,UNATNDD/UNATNDD/UNATNDD
03195.51*A,1FA9,,FL,1,UNATNDD
03195.5*H,FD62,,FL,1,UNATNDD
03196.21*A,47FD,,FL,1,UNATNDD
03196.2*A,FL90,,FL,1,UNATNDD
03196.32*H,41FL,,FL,1,UNATNDD
03196.33*H,67FD,,FL,1,UNATNDD
03196.3*H,FD67,,FL,1,ALL/ALL/ALL
03197.1*C,29FA,,FL,1,UNATNDD
03197.*A,1FA3,,FL,1,UNATNDD
03198.1*A,4FA3,,FL,1,UNATNDD
03198.2*A,RSW,KRSW,FL,1,ALL/ALL/0700-0100
03198.3*A,FL86,,FL,1,UNATNDD
03198.4*A,94FL,,FL,1,ALL/ALL/ALL
03198.*A,FMY,KFMY,FL,1,ALL/ALL/0700-2000
03199.*A,FL59,,FL,1,ALL/MON-FRI/0700-1600
03200.03*A,7FL8,,FL,1,UNATNDD
03200.04*A,FL29,,FL,1,UNATNDD
03200.13*A,FD88,,FL,1,UNATNDD
03200.14*A,FL37,,FL,1,UNATNDD
03200.21*H,75FD,,FL,1,ALL/ALL/ALL
03200.2*A,FD57,,FL,1,UNATNDD
03200.*A,FD30,,FL,1,UNATNDD
03201.01*H,FD19,,FL,1,ALL/ALL/ALL
03201.13*A,FL67,,FL,1,UNATNDD
03202.6*H,FD45,,FL,1,ALL/ALL/DALGT
03202.8*A,FD31,,FL,1,ALL/MON-SAT/0800-1800
03202.*A,FPR,KFPR,FL,1,ALL/ALL/0700-2100
03203.2*A,68FD,,FL,1,UNATNDD
03204.51*A,0FD3,,FL,1,UNATNDD
03206.02*H,38FD,,FL,1,UNATNDD
03206.03*A,4FL5,,FL,1,ALL/M-F/0800-1600
03206.11*A,52FL,,FL,1,UNATNDD
03206.12*C,FD46,,FL,1,UNATNDD
03206.41*A,FL99,,FL,1,UNATNDD
03206.4*A,5FA1,,FL,1,UNATNDD
03210.13*H,63FL,,FL,1,ALL/ALL/ALL
03210.14*H,53FL,,FL,1,UNATNDD
03210.15*H,8FL7,,FL,1,UNATNDD
03210.16*H,FA12,,FL,1,ALL/ALL/ALL
03210.21*A,FD81,,FL,1,UNATNDD
03210.22*H,FA56,,FL,1,ON CALL
03210.*A,GNV,KGNV,FL,1,ALL/ALL/ALL
03212.1*A,01FL,,FL,1,IREG
03212.2*C,0FL2,,FL,1,IREG
03212.*A,FD92,,FL,1,UNATNDD
03214.5*A,FD27,,FL,1,UNATNDD
03216.*A,FD26,,FL,1,UNATNDD
03219.01*A,7FL4,,FL,1,ALL/ALL/ALL
03219.85*A,9FL8,,FL,1,UNATNDD
03219.86*A,20FD,,FL,1,UNATNDD
03219.*A,FL60,,FL,1,UNATNDD
03220.32*A,5FL8,,FL,1,ALL/ALL/ALL
03221.11*G,6FL0,,FL,1,ALL/TUE-SUN/0900-1700
03221.1*A,02FA,,FL,1,ALL/ALL/ALL
03221.2*C,FD78,,FL,1,UNATNDD
03221.6*H,FD47,,FL,1,ALL/ALL/ALL
03221.*A,FA42,,FL,1,ALL/ALL/DALGT
03222.09*H,2FL9,,FL,1,UNATNDD
03222.111*A,4FL9,,FL,1,UNATNDD
03222.11*C,FA73,,FL,1,ALL/ALL/0800-1700
03222.61*H,NZX,KNZX,FL,3,ALL/HOLS/CLSD
03222.61*H,NZX,KNZX,FL,1,ALL/MON-FRI/1415-0015Z++
03222.61*H,NZX,KNZX,FL,2,ALL/SAT-SUN/CLSD
03222.6*A,8FL6,,FL,1,ALL/ALL/IREG
03222.72*A,13FA,,FL,1,ALL/ALL/ALL
03222.73*A,2FA7,,FL,1,ALL/MON-FRI/ON CALL
03222.74*A,8FL0,,FL,1,UNATNDD
03223.11*A,FA26,,FL,1,UNATNDD
03223.12*A,9FL2,,FL,1,UNATNDD
03223.1*A,FD55,,FL,1,ALL/ALL/DALGT
03223.*A,76FD,,FL,1,UNATNDD
03226.01*A,5FL7,,FL,1,ALL/ALL/IREG
03226.1*A,7FD2,,FL,1,UNATNDD
03228.48*H,84FL,,FL,1,UNATNDD
03228.49*H,1FA5,,FL,1,ALL/ALL/ALL
03230.12*A,7FL7,,FL,1,UNATNDD
03230.1*A,6J8,,FL,1,UNATNDD
03230.81*A,01J,,FL,1,UNATNDD
03232.*H,81FA,,FL,1,ALL/MON-FRI/0800-1700
03234.2*C,F15,,FL,1,ALL/MON-FRI/0900-1800
03236.016*H,44FD,,FL,1,ALL/ALL/IREG
03236.02*H,77FD,,FL,1,UNATNDD
03236.08*H,FL56,,FL,1,UNATTND/UNATTND/UNATTND
03236.*A,HWO,KHWO,FL,1,ALL/ALL/0700-2100
03238.*A,FD93,,FL,1,UNATNDD
03242.1*A,X51,,FL,1,ALL/ALL/0700-2100
03242.23*H,FA47,,FL,1,ALL/ALL/ALL
03242.24*H,FD17,,FL,1,UNATNDD
03242.25*H,FD34,,FL,1,UNATNDD
03242.26*A,4FD3,,FL,1,UNATNDD
03242.3*A,78FD,,FL,1,ALL/ALL/0800-1700
03242.8*A,04FA,,FL,1,ALL/ALL/DAWN-DUSK
03242.*A,HST,KHST,FL,1,ALL/ALL/ALL
03243.2*A,11FA,,FL,1,ALL/ALL/DAWN-DUSK
03244.*H,FA27,,FL,1,UNATNDD
03245.02*A,59FD,,FL,1,UNATNDD
03245.*A,IMM,KIMM,FL,3,ALL/ALL/0800-1800
03247.91*A,80FD,,FL,1,UNATNDD
03247.92*A,FA24,,FL,1,UNATNDD
03248.9*A,FL82,,FL,1,UNATNDD
03248.*A,X58,,FL,1,UNATNDD
03249.03*H,FD96,,FL,1,ALL/ALL/ALL
03249.5*C,FA05,,FL,1,IREG/IREG/0800-1700
03249.8*A,2FD2,,FL,1,UNATNDD
03249.*A,INF,KINF,FL,1,ALL/ALL/0800-1600
03250.01*H,FD11,,FL,1,UNATNDD
03250.02*H,FD58,,FL,1,ALL/ALL/ALL
03250.03*H,6FL1,,FL,1,IREG
03250.04*H,FD87,,FL,1,ALL/IREG/ALL
03250.05*H,FD76,,FL,1,UNATNDD
03250.12*H,7FD4,,FL,1,ALL/ALL/ALL
03250.13*C,0FL8,,FL,1,UNATNDD
03250.1*A,JAX,KJAX,FL,1,ALL/ALL/ALL
03250.2*A,FD48,,FL,1,UNATNDD
03250.3*A,VQQ,KVQQ,FL,2,ALL/MON-FRI/0700-2300
03250.3*A,VQQ,KVQQ,FL,3,ALL/SAT-SUN/0700-2100
03250.4*H,8FL8,,FL,1,UNATNDD
03250.5*H,FA41,,FL,1,ALL/MON-THUR/0530-1600
03250.6*H,35FL,,FL,1,UNATNDD
03250.*A,HEG,KHEG,FL,2,ALL/SAT-SUN/0700-1700
03250.*A,HEG,KHEG,FL,1,ALL/MON-FRI/0630-1930
03251.*A,CRG,KCRG,FL,1,ALL/MON-FRI/0600-2300
03251.*A,CRG,KCRG,FL,2,ALL/SAT-SUN/0700-2200
03252.1*H,FA65,,FL,1,ALL/ALL/ALL
03252.5*H,FA61,,FL,1,ALL/ALL/ALL
03253.*A,NIP,KNIP,FL,5,ALL/ALL/ALL
03255.*H,45FD,,FL,1,ALL/ALL/ALL
03257.71*A,FD63,,FL,1,ALL/ALL/0900-1700
03257.7*H,FA15,,FL,1,ALL/ALL/ALL
03258.55*A,85FL,,FL,1,UNATNDD
03258.56*A,50FL,,FL,1,IREG
03258.62*H,FA16,,FL,1,ALL/ALL/ALL
03258.63*A,56FL,,FL,1,UNATNDD
03258.64*A,FA11,,FL,1,UNATNDD
03258.68*H,59FL,,FL,1,UNATNDD
03258.69*H,2FL4,,FL,1,ALL/ALL/ALL
03258.721*A,06FA,,FL,1,ALL/MON -FRI/0800-1600
03258.73*H,60FL,,FL,1,ALL/ALL/ALL
03258.75*A,FD15,,FL,1,UNATNDD
03259.31*A,5FL1,,FL,1,UNATNDD
03259.3*A,6FL4,,FL,1,UNATNDD
03260.02*A,4FL1,,FL,1,UNATNDD
03260.03*A,33FL,,FL,1,ALL/MON-SAT/0800-DUSK
03260.04*C,80FA,,FL,1,UNATNDD
03260.8*A,07FA,,FL,1,ALL/SUN-SAT/0800-1700
03260.*A,FD09,,FL,1,UNATNDD
03262.21*H,7FA0,,FL,1,ALL/ALL/ALL
03262.*A,42J,,FL,1,ALL/MON-FRI/0830-1730
03263.2*A,7FA1,,FL,1,ALL/ALL/DALGT
03263.*A,EYW,KEYW,FL,1,ALL/ALL/0700-2300
03264.*A,NQX,KNQX,FL,1,ALL/ALL/1200-0300Z
03267.01*H,FD41,,FL,1,UNATNDD
03267.02*H,12FD,,FL,1,ALL/ALL/ALL
03267.04*C,43FD,,FL,1,ALL/ALL/0600-2000
03267.06*H,85FD,,FL,1,UNATNDD
03267.125*H,19FD,,FL,1,ALL/ALL/ALL
03267.13*H,1FL1,,FL,1,ALL/ALL/0900-2000
03267.2*C,FD12,,FL,1,UNATNDD
03267.3*A,FD83,,FL,1,UNATNDD
03267.5*H,FD54,,FL,1,ALL/ALL/0700-2100
03267.6*H,36FA,,FL,1,JAN-DEC
03267.*C,FA17,,FL,1,ALL/ALL/0900-DUSK
03270.11*A,08FA,,FL,1,UNATNDD
03270.12*A,FA51,,FL,1,ALL/ALL/ALL
03270.13*A,FD20,,FL,1,ALL/ALL/ALL
03270.16*A,95FD,,FL,1,UNATNDD
03270.17*A,05FL,,FL,1,UNATNDD
03270.18*H,1FL9,,FL,1,UNATNDD
03270.1*A,X14,,FL,1,ALL/MON-FRI/0800-1700
03270.21*A,FA18,,FL,1,UNATNDD
03270.3*A,FL88,,FL,1,UNATNDD
03270.4*A,17FA,,FL,1,ALL/ALL/ALL
03273.*H,FL20,,FL,1,ALL/ALL/ALL
03279.01*H,86FL,,FL,1,ALL/ALL/ALL
03279.02*A,FL50,,FL,1,UNATNDD
03279.11*A,FD84,,FL,1,UNATNDD
03279.1*A,15FL,,FL,1,UNATDD
03279.2*A,FL27,,FL,1,UNATNDD
03279.31*A,1FL3,,FL,1,UNATNDD
03279.32*H,1FL2,,FL,1,UNATNDD
03279.*A,LCQ,KLCQ,FL,1,ALL/ALL/0800-1800
03281.13*C,8FA0,,FL,1,IREG
03281.14*H,7FD7,,FL,1,UNATNDD
03281.16*H,40FD,,FL,1,ALL/MON-FRI/DALGT
03281.1*A,X49,,FL,3,UNATNDD/ /ON CALL
03281.21*A,FL43,,FL,1,UNATNDD
03281.2*A,FD33,,FL,1,ALL/ALL/ALL
03283.*A,LAL,KLAL,FL,1,ALL/ALL/ALL
03284.5*A,FD49,,FL,1,UNATNDD
03285.02*A,03FA,,FL,1,UNATNDD
03285.11*A,09FA,,FL,1,UNATNDD
03285.12*A,FA60,,FL,1,ALL/ALL/DALGT
03285.14*A,3FD0,,FL,1,UNATNDD
03285.21*H,30FA,,FL,2,ALL/ALL/ALL
03285.2*A,08FL,,FL,1,UNATNDD
03285.*A,FD72,,FL,1,ALL/ALL/ALL
03288.11*H,6FL7,,FL,1,UNATNDD
03288.13*A,52FA,,FL,1,UNATNDD
03288.1*H,FA45,,FL,1,IREG
03288.23*A,62FL,,FL,1,UNATNDD
03288.2*A,X25,,FL,1,UNATNDD
03288.71*A,7FD6,,FL,1,UNATNDD
03288.72*H,42FD,,FL,1,UNATNDD
03288.*A,X07,,FL,1,ALL/ALL/0800-1700
03289.01*A,2FA9,,FL,1,UNATNDD
03289.*A,4FL0,,FL,1,UNATNDD
03290.*H,FA06,,FL,1,UNATNDD
03291.03*H,07FL,,FL,1,UNATNDD
03294.11*A,10FA,,FL,1,ALL/ALL/DAWN-DUSK
03295.5*A,51FD,,FL,1,UNATNDD
03295.*H,3FD2,,FL,1,UNATNDD
03298.*A,LEE,KLEE,FL,1,ALL/ALL/0700-1900
03299.*H,50FA,,FL,1,UNATNDD
03305.01*H,9FL9,,FL,1,ALL/ALL/ALL
03305.12*A,FL07,,FL,1,UNATNDD
03305.13*A,9FL0,,FL,1,UNATNDD
03305.14*A,FA88,,FL,1,UNATNDD
03305.15*A,FD61,,FL,1,UNATNDD
03305.16*A,45FL,,FL,1,UNATNDD
03305.1*A,24J,,FL,1,ALL/MON-FRI/0800-1700
03305.21*A,FL09,,FL,1,ALL/IREG/IREG
03305.2*A,FL08,,FL,1,UNATNDD
03305.*A,FD42,,FL,1,ALL/ALL/IREG
03308.35*A,FL80,,FL,1,UNATNDD
03308.46*H,FA19,,FL,1,ALL/ALL/ALL
03308.491*H,FA70,,FL,1,ALL/ALL/ALL
03308.49*H,FD06,,FL,1,UNATNDD
03308.57*A,8FD1,,FL,1,UNATNDD
03308.581*A,FL10,,FL,1,ALL/ALL/IREG
03308.58*A,9FD9,,FL,1,UNATNDD
03308.5*A,FL35,,FL,1,UNATNDD
03308.6*A,FL11,,FL,1,ALL/ALL/ALL
03310.02*A,7FD9,,FL,1,UNATNDD
03310.1*A,38FA,,FL,1,UNATNDD
03312.51*A,56FD,,FL,1,UNATNDD
03313.3*H,91FD,,FL,1,UNATNDD
03314.02*H,2FD5,,FL,1,ALL/ALL/SR-SS
03314.03*H,10FL,,FL,1,UNATNDD
03314.04*C,42FL,,FL,1,ALL/FRI-MON/IREG
03314.*A,MTH,KMTH,FL,1,ALL/ALL/0800-1800
03315.44*A,MKY,KMKY,FL,1,ALL/ALL/0700-1900
03319.01*H,28FD,,FL,1,ALL/ALL/ALL
03319.02*H,FL53,,FL,1,ALL/ALL/ALL
03319.2*H,69FL,,FL,1,ALL/ALL/0700-1900
03319.5*A,HRT,KHRT,FL,1,ALL/ALL/ALL
03319.6*A,06FD,,FL,1,ALL/ALL/ALL
03319.91*A,33FD,,FL,1,UNATNDD
03319.9*A,FD50,,FL,1,UNATNDD
03319.*A,MAI,KMAI,FL,1,ALL/MON-FRI/0800-1700
03320.4*H,FD00,,FL,1,ALL/ALL/DAWN-DUSK
03320.*A,NRB,KNRB,FL,1,ALL/MON-THU/1300-0400Z (DT 1200-0400)
03320.*A,NRB,KNRB,FL,2,ALL/FRI/1300-2300Z
03321.02*A,31FL,,FL,1,UNATNDD
03321.04*H,3FD3,,FL,1,ALL/ALL/ALL
03321.05*H,92FD,,FL,1,UNATNDD
03321.07*H,8FA7,,FL,1,UNATNDD
03321.*A,MLB,KMLB,FL,1,ALL/ALL/ALL
03322.11*A,FD22,,FL,1,ALL/ALL/ALL
03322.*A,39FA,,FL,1,UNATNDD
03323.*A,COI,KCOI,FL,1,ALL/ALL/0800-2000
03324.1*C,X44,,FL,1,ALL/ALL/DALGT
03324.33*H,64FL,,FL,1,UNATNDD
03324.3*H,9FA8,,FL,1,ALL/ALL/ALL
03324.4*H,FA76,,FL,1,ALL/ALL/ALL
03324.51*H,FL94,,FL,1,UNATNDD
03324.52*H,0FD2,,FL,1,IREG/IREG/IREG
03324.55*H,70FL,,FL,1,ALL/ALL/ALL
03324.5*H,FL25,,FL,1,UNATNDD
03324.9*H,71FL,,FL,1,UNATNDD
03324.*A,FL31,,FL,1,UNATNDD
03325.15*A,FA35,,FL,1,UNATNDD
03325.1*A,TMB,KTMB,FL,1,ALL/ALL/ALL
03326.15*H,FL98,,FL,1,UNATNDD
03326.16*H,2FA0,,FL,1,ALL/ALL/ALL
03326.*A,TNT,KTNT,FL,3,ALL/ALL/0830-1730
03327.1*H,3FL5,,FL,1,UNATNDD
03329.19*H,18AL,,AL,1,ATTENDED DURG SKED TRNG
03330.13*H,FL91,,FL,1,ALL/ALL/ALL
03330.2*H,0FA0,,FL,1,ALL/ALL/ALL
03330.3*H,25FA,,FL,1,ALL/ALL/ALL
03333.*A,MIA,KMIA,FL,1,ALL/ALL/ALL
03339.51*H,FL93,,FL,1,ALL/ALL/ALL
03339.52*H,23FA,,FL,1,ALL/ALL/DAWN-DUSK
03339.*A,OPF,KOPF,FL,1,ALL/ALL/ALL
03341.*H,1FD6,,FL,1,UNATNDD
03343.1*A,FL12,,FL,1,UNATNDD
03344.01*A,FL13,,FL,1,UNATNDD
03344.02*A,11FL,,FL,1,UNATNDD
03344.04*H,71FD,,FL,1,UNATNDD
03344.08*H,5VG5,,FL,1,ALL/ALL/ALL
03349.1*A,FL77,,FL,1,UNATNDD
03351.01*H,94FD,,FL,1,UNATNDD
03351.1*A,16FL,,FL,1,UNATNDD
03351.2*A,24FL,,FL,1,UNATNDD
03351.3*A,NGS,KNGS,FL,2,ALL/FRI/1515-0345Z++
03351.3*A,NGS,KNGS,FL,4,ALL/HOLS/CLSD
03351.3*A,NGS,KNGS,FL,1,ALL/MON-THU/1500-0545Z++
03351.3*A,NGS,KNGS,FL,3,ALL/SAT-SUN/CLSD
03351.4*A,93FD,,FL,1,UNATNDD
03351.*A,2R4,,FL,2,ALL/ALL/0700-DUSK
03352.01*A,NSE,KNSE,FL,3,ALL/MON-FRI/1200-0400Z++
03352.1*A,NFJ,KNFJ,FL,4,ALL/HOLS/CLSD
03352.1*A,NFJ,KNFJ,FL,1,ALL/MON-FRI/1330-2330Z++
03352.1*A,NFJ,KNFJ,FL,3,ALL/SAT-SUN/CLSD
03352.*A,NDZ,KNDZ,FL,5,ALL/MON-THU/1200-0700Z++
03352.*A,NDZ,KNDZ,FL,6,ALL/FRI/1200-0400Z++
03352.*A,NDZ,KNDZ,FL,7,ALL/SUN/2300-0300Z++
03358.*A,74FL,,FL,1,UNATNDD
03361.1*A,FA30,,FL,1,UNATNDD
03369.62*H,9FL6,,FL,1,UNATNDD
03370.*A,8FD3,,FL,1,ALL/ALL/ALL
03378.21*A,FA37,,FL,1,UNATNDD
03379.01*H,FD97,,FL,1,UNATNDD
03379.03*H,4FL7,,FL,1,UNATNDD
03379.04*H,65FA,,FL,1,ALL/ALL/ALL
03379.*A,APF,KAPF,FL,1,ALL/ALL/0600-2200
03384.01*H,52FD,,FL,1,ALL/ALL/0800-1700
03384.*A,1J9,,FL,1,ALL/ALL/1000-DUSK
03385.02*A,FA40,,FL,1,UNATNDD
03385.03*H,9FL4,,FL,1,ALL/MON-FRI/0700-1530
03385.04*H,FL32,,FL,1,UNATNDD
03385.06*H,6FA6,,FL,1,UNATNDD
03385.*H,FL30,,FL,1,ALL/ALL/ALL
03387.2*A,X50,,FL,1,ALL/MON-FRI/0900-1700
03387.2*A,X50,,FL,2,ALL/SAT-SUN/IREG
03387.*A,EVB,KEVB,FL,1,ALL/ALL/0700-2200
03388.12*H,6FL5,,FL,1,UNATNDD
03388.1*A,FL17,,FL,1,UNATNDD
03388.94*H,05FD,,FL,1,ALL/ALL/0800-1600
03389.13*H,FL87,,FL,1,ALL/ALL/ALL
03390.01*H,49FA,,FL,1,UNATNDD
03390.02*H,4FL4,,FL,1,UNATNDD
03390.*H,84FD,,FL,1,UNATNDD
03391.01*A,34FD,,FL,1,UNATNDD
03391.5*C,0FA5,,FL,1,UNATNDD
03391.*A,2FD6,,FL,1,UNATNDD
03392.5*A,FL18,,FL,1,UNATNDD
03393.1*A,17FL,,FL,1,UNATNDD
03393.2*A,FD04,,FL,1,UNATNDD
03393.3*H,FL49,,FL,1,ALL/ALL/DALGT
03393.7*H,3FD1,,FL,1,UNATNDD
03394.01*A,FL61,,FL,1,ALL/ALL/IREG
03394.02*A,FD29,,FL,1,UNATNDD
03394.04*A,FA49,,FL,1,ALL/ALL/ALL
03394.05*A,FL19,,FL,1,ALL/ALL/DALGT
03394.08*H,3FL3,,FL,1,UNATNDD
03394.09*H,1FL6,,FL,1,UNATNDD
03394.1*H,FL68,,FL,1,ALL/ALL/0800-1700
03394.431*A,FA80,,FL,1,UNATNDD
03394.44*A,16FA,,FL,1,UNATNDD
03394.45*A,FA74,,FL,1,UNATNDD
03394.4*H,FL21,,FL,1,ALL/ALL/ALL
03394.62*H,76FL,,FL,1,UNATNDD
03394.90*C,57FL,,FL,1,UNATNDD
03394.*A,OCF,KOCF,FL,1,ALL/ALL/0600-2100
03396.002*H,60FA,,FL,1,ALL/ALL/IREG
03396.01*H,26FL,,FL,1,UNATNDD
03396.02*A,00FL,,FL,1,UNATNDD
03396.03*A,8FD5,,FL,1,UNATNDD
03396.11*A,08FD,,FL,1,ALL/ALL/DALGT
03396.12*A,96FD,,FL,1,UNATNDD
03396.13*A,FD39,,FL,1,UNATNDD
03396.14*A,83FD,,FL,1,UNATNDD
03396.15*H,15FA,,FL,1,UNATNDD
03396.17*H,FD40,,FL,1,UNATNDD/UNATNDD/UNATNDD
03396.1*A,FD70,,FL,1,UNATNDD
03396.3*A,90FL,,FL,1,ALL/ALL/ALL
03396.41*A,32FA,,FL,1,UNATNDD
03396.5*A,33FA,,FL,1,UNATNDD
03396.*A,OBE,KOBE,FL,1,ALL/ALL/0900-1700
03397.4*A,FA38,,FL,1,UNATNDD
03400.01*C,FD80,,FL,1,UNATNDD
03400.02*H,0FL3,,FL,1,UNATNDD
03400.*A,5FD0,,FL,1,UNATNDD
03402.*H,3FL2,,FL,1,UNATNDD
03403.01*H,20FA,,FL,1,UNATNDD
03403.*C,62FD,,FL,1,ALL/ALL/DALGT
03405.2*A,FD02,,FL,1,UNATNDD
03406.11*H,37FA,,FL,1,ALL/ALL/ALL
03406.14*A,01FA,,FL,1,UNATNDD
03406.1*C,98FL,,FL,1,UNATNDD
03406.20*H,2FD7,,FL,1,ALL/ALL/0830-2330
03406.21*H,FD28,,FL,1,ALL/ALL/ALL
03406.22*H,FD36,,FL,1,ALL/ALL/ALL
03406.24*H,FD99,,FL,1,UNATNDD
03406.29*H,7FA5,,FL,2,ON CALL/ON CALL/ON CALL
03406.31*H,3FD5,,FL,1,ALL/ALL/ALL
03406.33*C,89FL,,FL,1,UNATNDD
03406.34*H,0FL7,,FL,1,ALL/ALL/DAWN-DUSK
